68, 0, 65526
68, 53, 65527
68, 58, 65526
68, 103, 65527
68, 108, 65526
68, 153, 65527
68, 158, 65526
68, 203, 65527
68, 208, 65526
68, 253, 65527
68, 258, 65526
68, 303, 65527
68, 308, 65526
68, 353, 65527
68, 358, 65526
68, 403, 65527
68, 408, 65526
68, 453, 65527
68, 458, 65526
68, 503, 65527
68, 508, 65526
68, 553, 65527
68, 558, 65526
68, 603, 65527
68, 608, 65526
68, 653, 65527
68, 658, 65526
68, 703, 65527
68, 708, 65526
68, 753, 65527
68, 758, 65526
68, 803, 65527
68, 808, 65526
68, 853, 65527
68, 858, 65526
68, 903, 65527
68, 908, 65526
68, 953, 65527
68, 958, 65526
68, 1003, 65527
68, 1008, 65526
68, 1053, 65527
68, 1058, 65526
68, 1103, 65527
68, 1108, 65526
68, 1153, 65527
68, 1158, 65526
68, 1203, 65527
68, 1208, 65526
68, 1253, 65527
68, 1258, 65526
68, 1303, 65527
68, 1308, 65526
68, 1353, 65527
68, 1358, 65526
68, 1403, 65527
68, 1408, 65526
68, 1453, 65527
68, 1458, 65526
68, 1503, 65527
68, 1508, 65526
68, 1553, 65527
68, 1558, 65526
68, 1603, 65527
68, 1608, 65526
68, 1653, 65527
68, 1658, 65526
68, 1703, 65527
68, 1708, 65526
68, 1753, 65527
68, 1758, 65526
68, 1803, 65527
68, 1808, 65526
68, 1853, 65527
68, 1858, 65526
68, 1903, 65527
68, 1908, 65526
68, 1953, 65527
68, 1958, 65526
68, 2003, 65527
68, 2008, 65526
68, 2053, 65527
68, 2058, 65526
68, 2103, 65527
68, 2108, 65526
68, 2153, 65527
68, 2158, 65526
68, 2203, 65527
68, 2208, 65526
68, 2253, 65527
68, 2258, 65526
68, 2303, 65527
68, 2308, 65526
68, 2353, 65527
68, 2358, 65526
68, 2403, 65527
68, 2408, 65526
68, 2453, 65527
68, 2458, 65526
68, 2503, 65527
68, 2508, 65526
68, 2553, 65527
68, 2558, 65526
68, 2603, 65527
68, 2608, 65526
68, 2653, 65527
68, 2658, 65526
68, 2703, 65527
68, 2708, 65526
68, 2753, 65527
68, 2758, 65526
68, 2803, 65527
68, 2808, 65526
68, 2853, 65527
68, 2858, 65526
68, 2903, 65527
68, 2908, 65526
68, 2953, 65527
68, 2958, 65526
68, 3003, 65527
68, 3008, 65526
68, 3053, 65527
68, 3058, 65526
68, 3103, 65527
68, 3108, 65526
68, 3153, 65527
68, 3158, 65526
68, 3203, 65527
68, 3208, 65526
68, 3253, 65527
68, 3258, 65526
68, 3303, 65527
68, 3308, 65526
68, 3353, 65527
68, 3358, 65526
68, 3403, 65527
68, 3408, 65526
68, 3453, 65527
68, 3458, 65526
68, 3503, 65527
68, 3508, 65526
68, 3553, 65527
68, 3558, 65526
68, 3603, 65527
68, 3608, 65526
68, 3653, 65527
68, 3658, 65526
68, 3703, 65527
68, 3708, 65526
68, 3753, 65527
68, 3758, 65526
68, 3803, 65527
68, 3808, 65526
68, 3853, 65527
68, 3858, 65526
68, 3903, 65527
68, 3908, 65526
68, 3953, 65527
68, 3958, 65526
68, 4003, 65527
68, 4008, 65526
68, 4053, 65527
68, 4058, 65526
68, 4103, 65527
68, 4108, 65526
68, 4153, 65527
68, 4158, 65526
68, 4203, 65527
68, 4208, 65526
68, 4253, 65527
68, 4258, 65526
68, 4303, 65527
68, 4308, 65526
68, 4353, 65527
68, 4358, 65526
68, 4403, 65527
68, 4408, 65526
68, 4453, 65527
68, 4458, 65526
68, 4503, 65527
68, 4508, 65526
68, 4553, 65527
68, 4558, 65526
68, 4603, 65527
68, 4608, 65526
68, 4653, 65527
68, 4658, 65526
68, 4703, 65527
68, 4708, 65526
68, 4753, 65527
68, 4758, 65526
68, 4803, 65527
68, 4808, 65526
68, 4853, 65527
68, 4858, 65526
68, 4903, 65527
68, 4908, 65526
68, 4953, 65527
68, 4958, 65526
68, 5003, 65527
68, 5008, 65526
68, 5053, 65527
68, 5058, 65526
68, 5103, 65527
68, 5108, 65526
68, 5153, 65527
68, 5158, 65526
68, 5203, 65527
68, 5208, 65526
68, 5253, 65527
68, 5258, 65526
68, 5303, 65527
68, 5308, 65526
68, 5353, 65527
68, 5358, 65526
68, 5403, 65527
68, 5408, 65526
68, 5453, 65527
68, 5458, 65526
68, 5503, 65527
68, 5508, 65526
68, 5553, 65527
68, 5558, 65526
68, 5603, 65527
68, 5608, 65526
68, 5653, 65527
68, 5658, 65526
68, 5703, 65527
68, 5708, 65526
68, 5753, 65527
68, 5758, 65526
68, 5803, 65527
68, 5808, 65526
68, 5853, 65527
68, 5858, 65526
68, 5903, 65527
68, 5908, 65526
68, 5953, 65527
68, 5958, 65526
68, 6003, 65527
68, 6008, 65526
68, 6053, 65527
68, 6058, 65526
68, 6103, 65527
68, 6108, 65526
68, 6153, 65527
68, 6158, 65526
68, 6203, 65527
68, 6208, 65526
68, 6253, 65527
68, 6258, 65526
68, 6303, 65527
68, 6308, 65526
68, 6353, 65527
68, 6358, 65526
68, 6403, 65527
68, 6408, 65526
68, 6453, 65527
68, 6458, 65526
68, 6503, 65527
68, 6508, 65526
68, 6553, 65527
68, 6558, 65526
68, 6603, 65527
68, 6608, 65526
68, 6653, 65527
68, 6658, 65526
68, 6703, 65527
68, 6708, 65526
68, 6753, 65527
68, 6758, 65526
68, 6803, 65527
68, 6808, 65526
68, 6853, 65527
68, 6858, 65526
68, 6903, 65527
68, 6908, 65526
68, 6953, 65527
68, 6958, 65526
68, 7003, 65527
68, 7008, 65526
68, 7053, 65527
68, 7058, 65526
68, 7103, 65527
68, 7108, 65526
68, 7153, 65527
68, 7158, 65526
68, 7203, 65527
68, 7208, 65526
68, 7253, 65527
68, 7258, 65526
68, 7303, 65527
68, 7308, 65526
68, 7353, 65527
68, 7358, 65526
68, 7403, 65527
68, 7408, 65526
68, 7453, 65527
68, 7458, 65526
68, 7503, 65527
68, 7508, 65526
68, 7553, 65527
68, 7558, 65526
68, 7603, 65527
68, 7608, 65526
68, 7653, 65527
68, 7658, 65526
68, 7703, 65527
68, 7708, 65526
68, 7753, 65527
68, 7758, 65526
68, 7803, 65527
68, 7808, 65526
68, 7853, 65527
68, 7858, 65526
68, 7903, 65527
68, 7908, 65526
68, 7953, 65527
68, 7958, 65526
68, 8003, 65527
68, 8008, 65526
68, 8053, 65527
68, 8058, 65526
68, 8103, 65527
68, 8108, 65526
68, 8153, 65527
68, 8158, 65526
68, 8203, 65527
68, 8208, 65526
68, 8253, 65527
68, 8258, 65526
68, 8303, 65527
68, 8308, 65526
68, 8353, 65527
68, 8358, 65526
68, 8403, 65527
68, 8408, 65526
68, 8453, 65527
68, 8458, 65526
68, 8503, 65527
68, 8508, 65526
68, 8553, 65527
68, 8558, 65526
68, 8603, 65527
68, 8608, 65526
68, 8653, 65527
68, 8658, 65526
68, 8703, 65527
68, 8708, 65526
68, 8753, 65527
68, 8758, 65526
68, 8803, 65527
68, 8808, 65526
68, 8853, 65527
68, 8858, 65526
68, 8903, 65527
68, 8908, 65526
68, 8953, 65527
68, 8958, 65526
68, 9003, 65527
68, 9008, 65526
68, 9053, 65527
68, 9059, 65526
68, 9104, 65527
68, 9109, 65526
68, 9154, 65527
68, 9159, 65526
68, 9204, 65527
68, 9209, 65526
68, 9254, 65527
68, 9259, 65526
68, 9304, 65527
68, 9309, 65526
68, 9354, 65527
68, 9359, 65526
68, 9404, 65527
68, 9409, 65526
68, 9454, 65527
68, 9459, 65526
68, 9504, 65527
68, 9509, 65526
68, 9554, 65527
68, 9559, 65526
68, 9604, 65527
68, 9609, 65526
68, 9654, 65527
68, 9659, 65526
68, 9704, 65527
68, 9709, 65526
68, 9754, 65527
68, 9759, 65526
68, 9804, 65527
68, 9809, 65526
68, 9854, 65527
68, 9859, 65526
68, 9904, 65527
68, 9909, 65526
68, 9954, 65527
68, 9959, 65526
68, 10004, 65527
68, 10009, 65526
68, 10054, 65527
68, 10059, 65526
68, 10104, 65527
68, 10109, 65526
68, 10154, 65527
68, 10159, 65526
68, 10204, 65527
68, 10209, 65526
68, 10254, 65527
68, 10259, 65526
68, 10304, 65527
68, 10309, 65526
68, 10354, 65527
68, 10359, 65526
68, 10404, 65527
68, 10409, 65526
68, 10454, 65527
68, 10459, 65526
68, 10504, 65527
68, 10509, 65526
68, 10554, 65527
68, 10559, 65526
68, 10604, 65527
68, 10609, 65526
68, 10654, 65527
68, 10659, 65526
68, 10704, 65527
68, 10709, 65526
68, 10754, 65527
68, 10759, 65526
68, 10804, 65527
68, 10809, 65526
68, 10854, 65527
68, 10859, 65526
68, 10904, 65527
68, 10909, 65526
68, 10954, 65527
68, 10959, 65526
68, 11004, 65527
68, 11009, 65526
68, 11054, 65527
68, 11059, 65526
68, 11104, 65527
68, 11109, 65526
68, 11154, 65527
68, 11159, 65526
68, 11204, 65527
68, 11209, 65526
68, 11254, 65527
68, 11259, 65526
68, 11304, 65527
68, 11309, 65526
68, 11354, 65527
68, 11359, 65526
68, 11404, 65527
68, 11409, 65526
68, 11454, 65527
68, 11459, 65526
68, 11504, 65527
68, 11509, 65526
68, 11554, 65527
68, 11559, 65526
68, 11604, 65527
68, 11609, 65526
68, 11654, 65527
68, 11659, 65526
68, 11704, 65527
68, 11709, 65526
68, 11754, 65527
68, 11759, 65526
68, 11804, 65527
68, 11809, 65526
68, 11854, 65527
68, 11859, 65526
68, 11904, 65527
68, 11909, 65526
68, 11954, 65527
68, 11959, 65526
68, 12004, 65527
68, 12009, 65526
68, 12054, 65527
68, 12059, 65526
68, 12104, 65527
68, 12109, 65526
68, 12154, 65527
68, 12159, 65526
68, 12204, 65527
68, 12209, 65526
68, 12254, 65527
68, 12259, 65526
68, 12304, 65527
68, 12309, 65526
68, 12354, 65527
68, 12359, 65526
68, 12404, 65527
68, 12409, 65526
68, 12454, 65527
68, 12459, 65526
68, 12504, 65527
68, 12509, 65526
68, 12554, 65527
68, 12559, 65526
68, 12604, 65527
68, 12609, 65526
68, 12654, 65527
68, 12659, 65526
68, 12704, 65527
68, 12709, 65526
68, 12754, 65527
68, 12759, 65526
68, 12804, 65527
68, 12809, 65526
68, 12854, 65527
68, 12859, 65526
68, 12904, 65527
68, 12909, 65526
68, 12954, 65527
68, 12959, 65526
68, 13004, 65527
68, 13009, 65526
68, 13054, 65527
68, 13059, 65526
68, 13104, 65527
68, 13109, 65526
68, 13154, 65527
68, 13159, 65526
68, 13204, 65527
68, 13209, 65526
68, 13254, 65527
68, 13259, 65526
68, 13304, 65527
68, 13309, 65526
68, 13354, 65527
68, 13359, 65526
68, 13404, 65527
68, 13409, 65526
68, 13454, 65527
68, 13459, 65526
68, 13504, 65527
68, 13509, 65526
68, 13554, 65527
68, 13559, 65526
68, 13604, 65527
68, 13609, 65526
68, 13654, 65527
68, 13659, 65526
68, 13704, 65527
68, 13709, 65526
68, 13754, 65527
68, 13759, 65526
68, 13804, 65527
68, 13809, 65526
68, 13854, 65527
68, 13859, 65526
68, 13904, 65527
68, 13909, 65526
68, 13954, 65527
68, 13959, 65526
68, 14004, 65527
68, 14009, 65526
68, 14054, 65527
68, 14059, 65526
68, 14104, 65527
68, 14109, 65526
68, 14154, 65527
68, 14159, 65526
68, 14204, 65527
68, 14209, 65526
68, 14254, 65527
68, 14259, 65526
68, 14304, 65527
68, 14309, 65526
68, 14354, 65527
68, 14359, 65526
68, 14404, 65527
68, 14409, 65526
68, 14454, 65527
68, 14459, 65526
68, 14504, 65527
68, 14509, 65526
68, 14554, 65527
68, 14559, 65526
68, 14604, 65527
68, 14609, 65526
